Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,PKG/A,HmG,RdG,G/90min,SC%,GWA,HmA,RdA,A/90min,FC,FS,OFF,YC,RC,SOG%,Year,Season
Nick DeLeon,,M,1,1,62,0,0,1,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,2,0,0,0,100.0,2020,post
Ethan Finlay,,M,3,3,227,0,0,2,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,1,1,0,0,50.0,2020,post
Kacper Przybylko,,F,1,1,90,0,0,2,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,0,0,1,0,100.0,2020,post
Luis Martins,,D,1,0,34,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,0,0,0.0,2020,post
Alexander Ring,,M,1,1,114,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,0,0,0,0,0.0,2020,post
Josh Williams,,D,4,4,390,0,0,2,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,0,0,50.0,2020,post
Oriol Rosell,,M-D,2,2,149,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,1,0,0,0,0.0,2020,post
Ilsinho,,M,1,0,45,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,2,0,0,0,0.0,2020,post
Winston Reid,,D,2,2,210,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,4,1,0,1,0,0.0,2020,post
Mauricio Pereyra,,M,2,2,165,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,2,0,0,1,0.0,2020,post
Andre Shinyashiki,,F,1,1,81,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,4,3,0,0,0,0.0,2020,post
Cory Burke,,F,1,0,28,0,0,2,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,50.0,2020,post
Milton Valenzuela,,D,4,4,390,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,5,2,0,0,0,0.0,2020,post
Jamiro Monteiro,,M,1,1,90,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,4,1,0,0,0.0,2020,post
Ronald Matarrita,,D,1,1,114,0,0,2,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,0,0,50.0,2020,post
Younes Namli,,M,1,1,72,0,0,2,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,1,0,50.0,2020,post
Lewis Morgan,,M,1,1,90,0,0,2,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,3,0,0,0,50.0,2020,post
Yimmi Chara,,M,1,1,95,0,0,2,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0,50.0,2020,post
Andres Ricaurte,,M,2,2,170,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,7,4,0,1,0,0.0,2020,post
Bressan,,D,2,2,210,0,0,2,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,1,0,1,0,50.0,2020,post
Sergio Santos,,F,1,1,62,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,0,0,0,0,0.0,2020,post
Fafa Picault,,M,2,2,190,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,4,2,0,1,0,0.0,2020,post
Yeimar Gomez Andrade,,D,4,4,360,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,5,2,0,0,0,0.0,2020,post
Nouhou Tolo,,D,4,4,293,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,5,3,0,0,0,0.0,2020,post
Chris Mueller,,F,2,2,167,0,0,2,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,4,1,0,0,50.0,2020,post
Kyle Duncan,,D,1,1,90,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,2,0,1,0,0.0,2020,post
Cade Cowell,,F,1,0,33,0,0,2,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,0,0,100.0,2020,post
Christian Torres,,F,1,1,55,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,2020,post
Matias Pellegrini,,M,1,0,57,0,0,2,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,2,0,0,0,50.0,2020,post
Daryl Dike,,F,2,2,173,0,0,3,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,4,5,0,1,0,33.33,2020,post
Tanner Tessmann,,M,2,1,140,0,0,3,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,2,0,0,0,0.0,2020,post
Tom Barlow,,F,1,1,90,0,0,3,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,1,0,0,33.33,2020,post
Keaton Parks,,M,1,1,89,0,0,3,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,1,0,0,0,66.67,2020,post
Cole Bassett,,M,1,1,90,0,0,3,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0,66.67,2020,post
Nick Lima,,D,1,1,120,0,0,3,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,1,0,1,0,33.33,2020,post
Daniel Lovitz,,D,3,3,330,0,0,3,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,2,0,0,0,33.33,2020,post
Tesho Akindele,,F-M,2,0,49,0,0,3,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,2020,post
Alvas Powell,,D,1,1,90,0,0,3,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,3,0,0,0,33.33,2020,post
Erik Hurtado,,F,2,0,53,0,0,3,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,0,0,0,0,33.33,2020,post
Daniel Royer,,M,1,1,59,0,0,3,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,2,0,0,0,33.33,2020,post
Kelvin Leerdam,,D,3,0,73,0,0,3,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,2020,post
Maximiliano Moralez,,M,1,1,120,0,0,3,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,1,0,0,0,0.0,2020,post
Bojan Krkic,,M,1,1,90,0,0,3,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,3,0,0,0,33.33,2020,post
João Paulo,,M,4,4,310,0,0,3,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,10,2,0,2,0,33.33,2020,post
Diego Rubio,,F,1,1,90,0,0,3,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,2,0,0,0,33.33,2020,post
Nicolas Benezet,,F,1,0,45,0,0,3,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,2020,post
Teal Bunbury,,F,4,4,280,0,0,3,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,6,1,1,0,0,33.33,2020,post
Ryan Hollingshead,,M,2,2,210,0,0,3,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,3,0,0,0,0.0,2020,post
Felipe Mora,,F,1,1,88,0,0,4,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0,25.0,2020,post
Ismael Tajouri-Shradi,,F,1,0,31,0,0,4,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,2020,post
Henry Kessler,,D,4,4,360,0,0,4,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,4,3,0,0,0,25.0,2020,post
Valentin Castellanos,,F,1,1,120,0,0,5,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,1,0,1,0,20.0,2020,post
Walker Zimmerman,,D,3,3,330,0,0,5,3,0,0/0,0,0,0.0,0.0,0,0,0,0.0,7,1,0,0,0,60.0,2020,post
Jhonder Cadiz,,F,3,3,228,0,0,5,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,3,5,0,0,20.0,2020,post
Alejandro Pozuelo,,M,1,1,120,0,0,5,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,0,0,0,0,0.0,2020,post
Franco Jara,,F,2,2,210,0,0,5,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,6,2,3,0,0,20.0,2020,post
Andy Polo,,M,1,1,105,0,0,6,3,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,3,0,0,0,50.0,2020,post
Cristian Roldan,,M,4,4,360,0,0,6,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,5,11,0,0,0,16.67,2020,post
Joevin Jones,,D-M,4,4,260,0,0,8,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,7,0,0,0,12.5,2020,post
